journal	category
SYNTHETIC METALS	POLYMER SCIENCE
AMERICAN FAMILY PHYSICIAN	PRIMARY HEALTH CARE
ANNALS OF FAMILY MEDICINE	PRIMARY HEALTH CARE
ATENCION PRIMARIA	PRIMARY HEALTH CARE
AUSTRALIAN FAMILY PHYSICIAN	PRIMARY HEALTH CARE
AUSTRALIAN JOURNAL OF PRIMARY HEALTH	PRIMARY HEALTH CARE
BMC FAMILY PRACTICE	PRIMARY HEALTH CARE
BRITISH JOURNAL OF GENERAL PRACTICE	PRIMARY HEALTH CARE
CANADIAN FAMILY PHYSICIAN	PRIMARY HEALTH CARE
EUROPEAN JOURNAL OF GENERAL PRACTICE	PRIMARY HEALTH CARE
FAMILY MEDICINE	PRIMARY HEALTH CARE
FAMILY PRACTICE	PRIMARY HEALTH CARE
JOURNAL OF FAMILY PRACTICE	PRIMARY HEALTH CARE
JOURNAL OF THE AMERICAN BOARD OF FAMILY MEDICINE	PRIMARY HEALTH CARE
NPJ PRIMARY CARE RESPIRATORY MEDICINE	PRIMARY HEALTH CARE
PHYSICIAN AND SPORTSMEDICINE	PRIMARY HEALTH CARE
PRIMARY CARE	PRIMARY HEALTH CARE
PRIMARY CARE DIABETES	PRIMARY HEALTH CARE
PRIMARY HEALTH CARE RESEARCH AND DEVELOPMENT	PRIMARY HEALTH CARE
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE	PRIMARY HEALTH CARE
ACTA NEUROPSYCHIATRICA	PSYCHIATRY
ACTA PSYCHIATRICA SCANDINAVICA	PSYCHIATRY
ACTAS ESPANOLAS DE PSIQUIATRIA	PSYCHIATRY
ADDICTION	PSYCHIATRY
ADVANCES IN PSYCHOSOMATIC MEDICINE	PSYCHIATRY
AGING & MENTAL HEALTH	PSYCHIATRY
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY	PSYCHIATRY
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS	PSYCHIATRY
AMERICAN JOURNAL OF PSYCHIATRY	PSYCHIATRY
ANADOLU PSIKIYATRI DERGISI-ANATOLIAN JOURNAL OF PSYCHIATRY	PSYCHIATRY
ANNALES MEDICO-PSYCHOLOGIQUES	PSYCHIATRY
ANNALS OF CLINICAL PSYCHIATRY	PSYCHIATRY
ANNALS OF GENERAL PSYCHIATRY	PSYCHIATRY
ARCHIVES OF CLINICAL PSYCHIATRY	PSYCHIATRY
ARCHIVES OF PSYCHIATRIC NURSING	PSYCHIATRY
ARCHIVES OF WOMENS MENTAL HEALTH	PSYCHIATRY
ARQUIVOS DE NEURO-PSIQUIATRIA	PSYCHIATRY
ASIA-PACIFIC PSYCHIATRY	PSYCHIATRY
AUSTRALASIAN PSYCHIATRY	PSYCHIATRY
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY	PSYCHIATRY
BEHAVIORAL MEDICINE	PSYCHIATRY
BEHAVIORAL SLEEP MEDICINE	PSYCHIATRY
BIOLOGICAL PSYCHIATRY	PSYCHIATRY
BIPOLAR DISORDERS	PSYCHIATRY
BMC PSYCHIATRY	PSYCHIATRY
BRITISH JOURNAL OF PSYCHIATRY	PSYCHIATRY
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE	PSYCHIATRY
CHILD AND ADOLESCENT MENTAL HEALTH	PSYCHIATRY
CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH	PSYCHIATRY
CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY	PSYCHIATRY
CLINICAL EEG AND NEUROSCIENCE	PSYCHIATRY
CLINICAL GERONTOLOGIST	PSYCHIATRY
CNS DRUGS	PSYCHIATRY
CNS SPECTRUMS	PSYCHIATRY
COGNITIVE NEUROPSYCHIATRY	PSYCHIATRY
COMPREHENSIVE PSYCHIATRY	PSYCHIATRY
CURRENT OPINION IN PSYCHIATRY	PSYCHIATRY
CURRENT PSYCHIATRY REPORTS	PSYCHIATRY
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS	PSYCHIATRY
DEPRESSION AND ANXIETY	PSYCHIATRY
DEVELOPMENTAL DISABILITIES RESEARCH REVIEWS	PSYCHIATRY
DRUG AND ALCOHOL DEPENDENCE	PSYCHIATRY
EARLY INTERVENTION IN PSYCHIATRY	PSYCHIATRY
EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY	PSYCHIATRY
EATING DISORDERS	PSYCHIATRY
ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE	PSYCHIATRY
EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES	PSYCHIATRY
EPILEPSY & BEHAVIOR	PSYCHIATRY
EUROPEAN ADDICTION RESEARCH	PSYCHIATRY
EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE	PSYCHIATRY
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY	PSYCHIATRY
EUROPEAN NEUROPSYCHOPHARMACOLOGY	PSYCHIATRY
EUROPEAN PSYCHIATRY	PSYCHIATRY
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY	PSYCHIATRY
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE	PSYCHIATRY
FRONTIERS IN PSYCHIATRY	PSYCHIATRY
GENERAL HOSPITAL PSYCHIATRY	PSYCHIATRY
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DE VIEILLISSEMENT	PSYCHIATRY
HARVARD REVIEW OF PSYCHIATRY	PSYCHIATRY
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL	PSYCHIATRY
INDIAN JOURNAL OF PSYCHIATRY	PSYCHIATRY
INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY	PSYCHIATRY
INTERNATIONAL JOURNAL OF BIPOLAR DISORDERS	PSYCHIATRY
INTERNATIONAL JOURNAL OF EATING DISORDERS	PSYCHIATRY
INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY	PSYCHIATRY
INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION	PSYCHIATRY
INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING	PSYCHIATRY
INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH	PSYCHIATRY
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY	PSYCHIATRY
INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE	PSYCHIATRY
INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE	PSYCHIATRY
INTERNATIONAL PSYCHOGERIATRICS	PSYCHIATRY
ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES	PSYCHIATRY
ISSUES IN MENTAL HEALTH NURSING	PSYCHIATRY
JAMA PSYCHIATRY	PSYCHIATRY
JOURNAL OF AFFECTIVE DISORDERS	PSYCHIATRY
JOURNAL OF ATTENTION DISORDERS	PSYCHIATRY
JOURNAL OF BEHAVIORAL ADDICTIONS	PSYCHIATRY
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY	PSYCHIATRY
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY	PSYCHIATRY
JOURNAL OF CLINICAL PSYCHIATRY	PSYCHIATRY
JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY	PSYCHIATRY
JOURNAL OF ECT	PSYCHIATRY
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY	PSYCHIATRY
JOURNAL OF NERVOUS AND MENTAL DISEASE	PSYCHIATRY
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY	PSYCHIATRY
JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES	PSYCHIATRY
JOURNAL OF OBSESSIVE-COMPULSIVE AND RELATED DISORDERS	PSYCHIATRY
JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING	PSYCHIATRY
JOURNAL OF PSYCHIATRIC PRACTICE	PSYCHIATRY
JOURNAL OF PSYCHIATRIC RESEARCH	PSYCHIATRY
JOURNAL OF PSYCHIATRY & NEUROSCIENCE	PSYCHIATRY
JOURNAL OF PSYCHOPHARMACOLOGY	PSYCHIATRY
JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY	PSYCHIATRY
JOURNAL OF PSYCHOSOMATIC RESEARCH	PSYCHIATRY
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY	PSYCHIATRY
JOURNAL OF THE AMERICAN PSYCHIATRIC NURSES ASSOCIATION	PSYCHIATRY
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY	PSYCHIATRY
LANCET PSYCHIATRY	PSYCHIATRY
MOLECULAR PSYCHIATRY	PSYCHIATRY
NERVENARZT	PSYCHIATRY
NEUROCASE	PSYCHIATRY
NEUROPSYCHIATRIC DISEASE AND TREATMENT	PSYCHIATRY
NEUROPSYCHOBIOLOGY	PSYCHIATRY
NEUROPSYCHOPHARMACOLOGY	PSYCHIATRY
NORDIC JOURNAL OF PSYCHIATRY	PSYCHIATRY
PERSPECTIVES IN PSYCHIATRIC CARE	PSYCHIATRY
PHARMACOPSYCHIATRY	PSYCHIATRY
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY	PSYCHIATRY
PSYCHIATRIA DANUBINA	PSYCHIATRY
PSYCHIATRIA POLSKA	PSYCHIATRY
PSYCHIATRIC SERVICES	PSYCHIATRY
PSYCHIATRIE DE L ENFANT	PSYCHIATRY
PSYCHIATRY AND CLINICAL NEUROSCIENCES	PSYCHIATRY
PSYCHIATRY AND CLINICAL PSYCHOPHARMACOLOGY	PSYCHIATRY
PSYCHIATRY INVESTIGATION	PSYCHIATRY
PSYCHIATRY RESEARCH	PSYCHIATRY
PSYCHIATRY RESEARCH-NEUROIMAGING	PSYCHIATRY
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES	PSYCHIATRY
PSYCHOGERIATRICS	PSYCHIATRY
PSYCHOLOGICAL MEDICINE	PSYCHIATRY
PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE	PSYCHIATRY
PSYCHONEUROENDOCRINOLOGY	PSYCHIATRY
PSYCHOPATHOLOGY	PSYCHIATRY
PSYCHOPHARMACOLOGY	PSYCHIATRY
PSYCHOSOMATIC MEDICINE	PSYCHIATRY
PSYCHOSOMATICS	PSYCHIATRY
PSYCHOTHERAPY AND PSYCHOSOMATICS	PSYCHIATRY
RECHT & PSYCHIATRIE	PSYCHIATRY
REVISTA BRASILEIRA DE PSIQUIATRIA	PSYCHIATRY
REVISTA DE PSIQUIATRIA Y SALUD MENTAL	PSYCHIATRY
RIVISTA DI PSICHIATRIA	PSYCHIATRY
SCHIZOPHRENIA BULLETIN	PSYCHIATRY
SCHIZOPHRENIA RESEARCH	PSYCHIATRY
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY	PSYCHIATRY
SOUTH AFRICAN JOURNAL OF PSYCHIATRY	PSYCHIATRY
STRESS AND HEALTH	PSYCHIATRY
SUBSTANCE USE & MISUSE	PSYCHIATRY
SUCHTTHERAPIE	PSYCHIATRY
TRANSLATIONAL PSYCHIATRY	PSYCHIATRY
VERHALTENSTHERAPIE	PSYCHIATRY
WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY	PSYCHIATRY
WORLD PSYCHIATRY	PSYCHIATRY
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE	PSYCHIATRY
ANALES DE PSICOLOGIA	PSYCHOLOGY
ANNALES MEDICO-PSYCHOLOGIQUES	PSYCHOLOGY
ANNUAL REVIEW OF CLINICAL PSYCHOLOGY	PSYCHOLOGY
ANNUAL REVIEW OF PSYCHOLOGY	PSYCHOLOGY
APPLIED NEUROPSYCHOLOGY-ADULT	PSYCHOLOGY
APPLIED NEUROPSYCHOLOGY-CHILD	PSYCHOLOGY
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY	PSYCHOLOGY
ATTENTION PERCEPTION & PSYCHOPHYSICS	PSYCHOLOGY
BIOLOGICAL PSYCHOLOGY	PSYCHOLOGY
CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY	PSYCHOLOGY
CLINICAL EEG AND NEUROSCIENCE	PSYCHOLOGY
CLINICAL NEUROPSYCHOLOGIST	PSYCHOLOGY
CLINICAL PSYCHOLOGIST	PSYCHOLOGY
COGNITIVE NEUROPSYCHOLOGY	PSYCHOLOGY
COGNITIVE PSYCHOLOGY	PSYCHOLOGY
DEPRESSION AND ANXIETY	PSYCHOLOGY
DEVELOPMENTAL NEUROPSYCHOLOGY	PSYCHOLOGY
DEVELOPMENTAL PSYCHOBIOLOGY	PSYCHOLOGY
EATING DISORDERS	PSYCHOLOGY
ERGONOMICS	PSYCHOLOGY
EXPERIMENTAL AGING RESEARCH	PSYCHOLOGY
FRONTIERS IN HUMAN NEUROSCIENCE	PSYCHOLOGY
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DE VIEILLISSEMENT	PSYCHOLOGY
HEALTH PSYCHOLOGY	PSYCHOLOGY
HUMAN FACTORS	PSYCHOLOGY
HUMAN MOVEMENT SCIENCE	PSYCHOLOGY
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL	PSYCHOLOGY
INTERNATIONAL JOURNAL OF EATING DISORDERS	PSYCHOLOGY
INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY	PSYCHOLOGY
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY	PSYCHOLOGY
INTERNATIONAL PSYCHOGERIATRICS	PSYCHOLOGY
JOURNAL OF APPLIED SPORT PSYCHOLOGY	PSYCHOLOGY
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY	PSYCHOLOGY
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY	PSYCHOLOGY
JOURNAL OF COMPARATIVE PSYCHOLOGY	PSYCHOLOGY
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION	PSYCHOLOGY
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE	PSYCHOLOGY
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION	PSYCHOLOGY
JOURNAL OF GENETIC PSYCHOLOGY	PSYCHOLOGY
JOURNAL OF MEMORY AND LANGUAGE	PSYCHOLOGY
JOURNAL OF MOTOR BEHAVIOR	PSYCHOLOGY
JOURNAL OF NEUROPSYCHOLOGY	PSYCHOLOGY
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY	PSYCHOLOGY
JOURNAL OF STUDIES ON ALCOHOL AND DRUGS	PSYCHOLOGY
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY	PSYCHOLOGY
JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES	PSYCHOLOGY
MULTISENSORY RESEARCH	PSYCHOLOGY
NEUROBIOLOGY OF LEARNING AND MEMORY	PSYCHOLOGY
NEUROCASE	PSYCHOLOGY
NEUROPSYCHOBIOLOGY	PSYCHOLOGY
NEUROPSYCHOLOGICAL REHABILITATION	PSYCHOLOGY
NEUROPSYCHOLOGY	PSYCHOLOGY
PERCEPTION	PSYCHOLOGY
PRATIQUES PSYCHOLOGIQUES	PSYCHOLOGY
PSYCHO-ONCOLOGIE	PSYCHOLOGY
PSYCHO-ONCOLOGY	PSYCHOLOGY
PSYCHOLOGICAL BULLETIN	PSYCHOLOGY
PSYCHOLOGICAL MEDICINE	PSYCHOLOGY
PSYCHOLOGICAL REVIEW	PSYCHOLOGY
PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE	PSYCHOLOGY
PSYCHOLOGY OF SPORT AND EXERCISE	PSYCHOLOGY
PSYCHOPHYSIOLOGY	PSYCHOLOGY
PSYCHOSOMATIC MEDICINE	PSYCHOLOGY
PSYCHOSOMATICS	PSYCHOLOGY
PSYCHOTHERAPY AND PSYCHOSOMATICS	PSYCHOLOGY
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY	PSYCHOLOGY
RESEARCH QUARTERLY FOR EXERCISE AND SPORT	PSYCHOLOGY
REVISTA ARGENTINA DE CLINICA PSICOLOGICA	PSYCHOLOGY
SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE	PSYCHOLOGY
SOCIAL NEUROSCIENCE	PSYCHOLOGY
SPANISH JOURNAL OF PSYCHOLOGY	PSYCHOLOGY
SPORT PSYCHOLOGIST	PSYCHOLOGY
STRESS AND HEALTH	PSYCHOLOGY
SUBSTANCE USE & MISUSE	PSYCHOLOGY
TRAVAIL HUMAIN	PSYCHOLOGY
VISION RESEARCH	PSYCHOLOGY
ZEITSCHRIFT FUR NEUROPSYCHOLOGIE	PSYCHOLOGY
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE	PSYCHOLOGY
AEROSPACE MEDICINE AND HUMAN PERFORMANCE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AJAR-AFRICAN JOURNAL OF AIDS RESEARCH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AMERICAN JOURNAL OF EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AMERICAN JOURNAL OF INFECTION CONTROL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AMERICAN JOURNAL OF PREVENTIVE MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AMERICAN JOURNAL OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANALES DEL SISTEMA SANITARIO DE NAVARRA	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNALI DELL ISTITUTO SUPERIORE DI SANITA	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNALS OF EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNALS OF GLOBAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNALS OF HUMAN BIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNALS OF WORK EXPOSURES AND HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANNUAL REVIEW OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ANTIMICROBIAL RESISTANCE AND INFECTION CONTROL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ARCHIVES DES MALADIES PROFESSIONNELLES ET DE L ENVIRONNEMENT	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ARCHIVES OF ENVIRONMENTAL & OCCUPATIONAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU-ARCHIVES OF INDUSTRIAL HYGIENE AND T OXICOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ASIA-PACIFIC JOURNAL OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AUSTRALIAN JOURNAL OF PRIMARY HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
AUSTRALIAN JOURNAL OF RURAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
BIOMEDICAL AND ENVIRONMENTAL SCIENCES	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
BMC PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
BULLETIN OF THE WORLD HEALTH ORGANIZATION	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CADERNOS DE SAUDE PUBLICA	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CANCER CAUSES & CONTROL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CANCER EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CENTRAL EUROPEAN JOURNAL OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CLINICAL EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
CONFLICT AND HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
DISABILITY AND HEALTH JOURNAL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
DISASTER MEDICINE AND PUBLIC HEALTH PREPAREDNESS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
DIVING AND HYPERBARIC MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
DRUG SAFETY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EASTERN MEDITERRANEAN HEALTH JOURNAL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ECONOMICS & HUMAN BIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ENVIRONMENTAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ENVIRONMENTAL HEALTH AND PREVENTIVE MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ENVIRONMENTAL HEALTH PERSPECTIVES	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ENVIRONMENTAL RESEARCH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EPIDEMIOLOGIA & PREVENZIONE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EPIDEMIOLOGIC REVIEWS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EPIDEMIOLOGY AND INFECTION	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ETHNICITY & DISEASE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
ETHNICITY & HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EUROPEAN JOURNAL OF EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
EUROPEAN JOURNAL OF PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
FAMILIES SYSTEMS & HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
FLUORIDE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
GACETA SANITARIA	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
GEOSPATIAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
GLOBAL HEALTH ACTION	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
GLOBALIZATION AND HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HEALTH & PLACE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HEALTH EXPECTATIONS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HEALTH PHYSICS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HEALTH PROMOTION AND CHRONIC DISEASE PREVENTION IN CANADA-RESEARCH POLICY A ND PRACTICE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HEALTH PROMOTION INTERNATIONAL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HEALTH REPORTS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
HIGH ALTITUDE MEDICINE & BIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INDOOR AIR	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INDOOR AND BUILT ENVIRONMENT	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INDUSTRIAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INJURY PREVENTION	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
INTERNATIONAL JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH
